age,sex,residence,country.birth,income
22,Female,Bizkaia,Rumanía,5000
24,Male,Zaragoza,Rumanía,56000
55,Male,Barcelona,España,12000
41,Female,Murcia,España,24000
40,Female,Almería,España,36000
76,Male,Asturias,Cuba,33000
39,Female,Burgos,España,11000
46,Male,León,España,11000
46,Female,Araba,España,40000
28,Female,Alacant,España,21000
24,Female,La Rioja,España,12000
22,Male,Albacete,España,60000
44,Male,Ourense,España,13000
67,Male,Tarragona,España,13000
21,Female,Murcia,España,33000
48,Male,Sevilla,España,9000
69,Male,Bizkaia,España,7000
51,Female,León,España,22000
83,Male,València,España,11000
26,Male,Murcia,España,16000
22,Male,Toledo,España,17000
67,Male,Girona,España,16000
18,Male,León,España,23000
30,Female,Illes Balears,España,46000
43,Male,Barcelona,España,39000
52,Female,Bizkaia,España,102000
55,Female,Guadalajara,Reino Unido,35000
25,Female,Illes Balears,España,13000
79,Male,Ciudad Real,España,8000
67,Female,León,España,60000
42,Male,Zamora,Ucrania,21000
38,Female,Madrid,España,24000
74,Male,Lleida,Marruecos,19000
41,Male,Alacant,España,15000
80,Female,Alacant,España,17000
34,Male,Almería,Marruecos,17000
68,Female,Madrid,Italia,18000
27,Male,Girona,Marruecos,17000
46,Female,Sevilla,España,14000
65,Male,Barcelona,España,7000
75,Female,Illes Balears,España,51000
77,Female,Barcelona,España,6000
23,Male,Santa Cruz de Tenerife,España,8000
36,Female,Burgos,España,79000
53,Male,Santa Cruz de Tenerife,España,22000
45,Female,Zaragoza,Perú,13000
48,Female,Alacant,España,32000
73,Male,Madrid,España,35000
55,Male,Madrid,España,14000
51,Male,Madrid,España,13000
32,Male,Girona,España,20000
49,Male,Barcelona,España,79000
41,Male,Asturias,España,16000
51,Female,Palencia,España,27000
52,Female,Sevilla,España,11000
65,Male,Jaén,Marruecos,59000
55,Female,Santa Cruz de Tenerife,Portugal,35000
19,Male,Murcia,España,5000
22,Male,Illes Balears,España,13000
45,Female,Alacant,España,10000
29,Female,Alacant,España,61000
30,Female,Bizkaia,España,36000
75,Male,Barcelona,Francia,22000
48,Male,Lleida,España,12000
39,Male,Madrid,España,23000
22,Male,A Coruña,Brasil,38000
21,Male,València,España,23000
78,Female,Navarra,España,24000
62,Female,Granada,España,18000
40,Female,Murcia,España,17000
50,Male,Huesca,España,37000
63,Female,Málaga,España,23000
30,Male,Barcelona,España,14000
23,Male,Málaga,España,14000
68,Female,Ávila,Rumanía,38000
84,Male,València,España,20000
34,Male,Lleida,España,31000
80,Male,Barcelona,España,23000
71,Male,Barcelona,España,27000
73,Female,Araba,España,19000
55,Female,Pontevedra,España,17000
41,Female,Zamora,España,20000
40,Female,Madrid,España,13000
30,Female,Madrid,España,14000
39,Male,Barcelona,España,80000
82,Male,València,España,14000
32,Male,Asturias,España,8000
58,Female,Barcelona,España,25000
32,Male,Navarra,España,5000
33,Male,Sevilla,España,13000
50,Female,Cáceres,España,27000
60,Female,Madrid,España,37000
50,Male,Barcelona,Bolivia,16000
44,Female,Toledo,España,23000
56,Female,Granada,España,31000
44,Female,Asturias,España,37000
38,Female,Badajoz,España,24000
50,Male,Barcelona,España,24000
54,Male,Barcelona,España,15000
75,Male,Sevilla,España,26000
42,Female,Ourense,España,182000
42,Male,Lugo,España,21000
77,Female,Toledo,España,7000
43,Female,Zaragoza,Pakistán,22000
34,Female,Asturias,España,21000
54,Female,Albacete,España,8000
65,Female,Las Palmas,España,35000
65,Male,Toledo,España,18000
64,Female,Murcia,España,59000
21,Female,València,España,23000
50,Female,Ciudad Real,España,23000
55,Female,Barcelona,España,28000
72,Male,Madrid,España,22000
50,Female,Almería,España,12000
66,Female,Barcelona,Cuba,19000
37,Male,Las Palmas,España,42000
61,Female,Barcelona,España,15000
19,Male,Barcelona,España,46000
45,Male,León,España,12000
44,Female,Las Palmas,Perú,41000
64,Male,Girona,España,49000
32,Male,Barcelona,España,43000
28,Female,València,España,17000
46,Female,Pontevedra,Estados Unidos de América,52000
25,Male,Barcelona,España,18000
60,Female,Zamora,España,41000
54,Male,Araba,España,12000
20,Male,Las Palmas,Argentina,12000
73,Female,Cantabria,España,15000
48,Male,Santa Cruz de Tenerife,España,12000
55,Male,Zamora,España,51000
36,Male,Jaén,Portugal,34000
61,Male,Alacant,España,15000
70,Male,Huelva,España,15000
84,Female,València,España,28000
47,Male,Gipuzkoa,España,10000
40,Female,Bizkaia,España,23000
63,Male,Bizkaia,España,12000
61,Female,Bizkaia,España,34000
46,Male,Huesca,España,27000
20,Male,Santa Cruz de Tenerife,España,91000
75,Female,Lleida,España,15000
36,Male,Córdoba,España,22000
44,Female,Barcelona,España,17000
73,Male,Huelva,España,32000
36,Female,Illes Balears,España,25000
34,Female,València,España,34000
46,Female,La Rioja,España,23000
79,Female,Bizkaia,España,94000
70,Male,Girona,España,22000
46,Male,Córdoba,España,20000
36,Male,Málaga,Estados Unidos de América,19000
81,Female,Lugo,España,26000
28,Female,Zamora,Armenia,22000
76,Female,Asturias,España,35000
50,Male,Sevilla,Pakistán,3000
35,Male,Navarra,España,43000
68,Male,Tarragona,España,19000
31,Male,Madrid,España,20000
18,Male,Barcelona,España,25000
35,Female,Madrid,España,6000
52,Female,Cáceres,España,11000
48,Female,Madrid,España,15000
68,Female,Madrid,España,16000
53,Female,Alacant,España,8000
25,Female,Castelló,España,11000
20,Male,Illes Balears,Francia,31000
43,Female,Barcelona,España,33000
43,Male,Málaga,España,76000
54,Female,Murcia,Ecuador,10000
64,Female,Barcelona,España,34000
51,Male,Bizkaia,Marruecos,18000
60,Male,Girona,Brasil,16000
50,Male,Sevilla,España,14000
54,Female,Barcelona,España,14000
75,Male,Madrid,España,24000
70,Male,Girona,España,15000
66,Female,Madrid,España,21000
78,Female,Bizkaia,España,38000
28,Male,València,España,31000
37,Female,Madrid,España,8000
60,Female,Málaga,España,24000
52,Female,Málaga,España,30000
83,Male,Madrid,España,25000
46,Female,Madrid,España,35000
51,Male,Madrid,España,50000
52,Male,Murcia,España,20000
33,Female,Asturias,España,22000
19,Male,Madrid,España,23000
40,Male,Barcelona,España,14000
20,Male,Alacant,España,10000
26,Female,Huelva,España,34000
32,Male,Granada,España,34000
52,Male,Bizkaia,España,24000
25,Female,Barcelona,España,25000
56,Female,León,España,15000
32,Male,Málaga,España,71000
41,Female,Segovia,Argentina,11000
66,Female,Santa Cruz de Tenerife,España,13000
33,Female,Madrid,España,24000
46,Male,Santa Cruz de Tenerife,España,29000
29,Female,Araba,España,28000
82,Female,Barcelona,España,16000
35,Female,Tarragona,España,20000
50,Male,Asturias,España,33000
84,Male,Zamora,España,10000
63,Female,Tarragona,Canadá,25000
19,Female,Barcelona,Ecuador,21000
24,Male,Cádiz,España,22000
49,Female,Girona,España,21000
37,Female,Madrid,España,14000
49,Female,Sevilla,España,15000
57,Male,León,España,36000
45,Female,Madrid,España,15000
37,Male,Barcelona,España,27000
64,Male,Bizkaia,España,89000
50,Female,Madrid,España,19000
61,Female,València,España,69000
19,Male,Madrid,España,16000
54,Female,Madrid,España,15000
78,Male,Madrid,Ecuador,23000
26,Male,Valladolid,España,11000
20,Female,Zamora,España,54000
51,Female,València,España,26000
37,Female,Alacant,España,41000
59,Male,Barcelona,Colombia,75000
21,Female,Las Palmas,Venezuela,15000
65,Male,Almería,España,11000
82,Male,Castelló,España,21000
49,Male,Barcelona,Rumanía,34000
63,Male,Bizkaia,España,15000
52,Female,Castelló,España,26000
78,Male,León,España,12000
57,Female,Madrid,España,36000
32,Female,Illes Balears,España,46000
75,Female,Asturias,España,10000
82,Male,Asturias,España,32000
55,Female,Barcelona,España,33000
51,Female,València,España,19000
39,Male,Barcelona,Argentina,11000
27,Female,Almería,España,23000
33,Female,Huelva,España,32000
66,Male,Madrid,España,17000
22,Female,Barcelona,España,48000
46,Female,Madrid,España,14000
55,Male,Málaga,España,52000
19,Male,València,España,17000
44,Female,Madrid,España,31000
48,Male,León,España,35000
72,Male,Alacant,España,25000
50,Female,Barcelona,España,3000
81,Male,Málaga,España,48000
60,Male,Sevilla,Ucrania,23000
57,Male,Cáceres,España,17000
41,Male,Cantabria,España,13000
51,Female,Madrid,España,19000
54,Male,Bizkaia,España,23000
72,Male,León,Francia,15000
38,Male,León,España,14000
41,Female,Pontevedra,España,14000
56,Male,Barcelona,España,34000
38,Male,Sevilla,España,32000
23,Female,Tarragona,Nicaragua,9000
74,Male,Sevilla,España,13000
32,Male,Zamora,España,15000
30,Male,Barcelona,Rumanía,11000
45,Female,Málaga,Perú,13000
24,Male,Barcelona,España,20000
81,Female,Girona,España,8000
61,Female,Barcelona,España,14000
23,Female,Córdoba,España,16000
33,Male,Sevilla,España,14000
38,Female,A Coruña,España,37000
49,Female,Albacete,España,34000
44,Male,València,España,5000
41,Male,Barcelona,España,8000
36,Female,Córdoba,España,26000
28,Female,Zaragoza,España,21000
66,Female,Castelló,España,24000
25,Male,Santa Cruz de Tenerife,Venezuela,13000
67,Male,Sevilla,España,41000
43,Male,Navarra,España,58000
35,Female,Alacant,España,14000
28,Female,Lugo,España,22000
65,Female,València,Chile,22000
62,Male,Zaragoza,España,24000
41,Male,Murcia,Rumanía,12000
63,Male,Murcia,España,21000
51,Female,Jaén,España,7000
32,Female,Navarra,España,11000
39,Female,Madrid,España,25000
58,Male,Lugo,España,22000
42,Male,Córdoba,España,14000
55,Male,Zaragoza,España,9000
20,Female,Asturias,Nicaragua,24000
34,Female,Barcelona,España,46000
61,Female,Madrid,España,15000
31,Male,Sevilla,España,25000
55,Male,Barcelona,España,15000
78,Male,A Coruña,España,37000
37,Male,Albacete,España,10000
57,Male,Granada,España,16000
48,Female,Gipuzkoa,España,23000
25,Male,Cádiz,España,21000
48,Female,Madrid,España,11000
67,Male,Barcelona,España,22000
51,Female,Bizkaia,España,48000
52,Male,Madrid,España,89000
31,Male,Huesca,Filipinas,43000
33,Female,Zaragoza,España,22000
24,Female,Barcelona,Perú,29000
41,Female,Alacant,Perú,17000
52,Male,Las Palmas,España,55000
49,Male,Badajoz,España,20000
62,Female,Castelló,España,19000
44,Male,Jaén,España,35000
40,Female,Badajoz,España,78000
29,Female,Sevilla,España,62000
43,Male,Madrid,España,28000
35,Male,Zamora,España,8000
59,Male,Barcelona,España,16000
75,Female,València,España,18000
57,Male,A Coruña,España,37000
77,Female,Barcelona,España,15000
27,Male,Madrid,España,73000
31,Male,Zaragoza,España,8000
52,Male,Ciudad Real,España,33000
40,Male,Asturias,Cuba,17000
77,Male,Almería,España,133000
34,Female,Jaén,España,37000
82,Male,Sevilla,España,7000
23,Male,Ourense,España,19000
83,Female,Teruel,España,82000
53,Male,Las Palmas,España,17000
50,Male,Ciudad Real,España,37000
35,Male,Sevilla,España,33000
36,Male,Barcelona,España,20000
49,Female,Barcelona,España,44000
32,Female,Granada,España,20000
32,Female,Barcelona,Argentina,15000
46,Male,Madrid,España,21000
34,Female,Santa Cruz de Tenerife,España,35000
69,Female,Madrid,España,5000
61,Female,Madrid,España,30000
56,Female,Granada,España,14000
68,Male,Girona,Marruecos,35000
21,Male,Barcelona,España,25000
53,Male,Madrid,España,9000
80,Male,Lleida,España,31000
50,Male,Barcelona,España,44000
23,Male,Toledo,España,15000
42,Female,València,Reino Unido,21000
36,Female,Lleida,España,30000
62,Male,Madrid,España,12000
55,Male,Castelló,España,7000
22,Female,València,Francia,14000
68,Male,Barcelona,Letonia,22000
36,Male,Madrid,España,12000
64,Female,Castelló,Ecuador,27000
51,Female,Madrid,España,18000
24,Female,Girona,España,28000
37,Female,Asturias,España,31000
45,Male,Sevilla,España,27000
39,Female,València,España,21000
80,Male,Zamora,España,35000
44,Male,Barcelona,España,25000
81,Male,Granada,España,5000
49,Male,Alacant,España,12000
55,Female,Girona,España,33000
59,Male,Zaragoza,España,36000
37,Male,Málaga,España,41000
81,Female,Alacant,España,15000
20,Male,Segovia,España,30000
24,Female,Burgos,Marruecos,19000
61,Female,Zaragoza,España,35000
46,Male,Santa Cruz de Tenerife,España,30000
32,Female,Araba,España,19000
39,Female,Málaga,España,26000
26,Female,Murcia,España,18000
37,Male,Murcia,El Salvador,23000
62,Male,Barcelona,España,14000
49,Male,Barcelona,Brasil,19000
59,Female,Toledo,Estados Unidos de América,35000
74,Female,Badajoz,España,28000
49,Male,Lugo,España,12000
73,Male,Salamanca,España,69000
44,Male,Las Palmas,España,23000
39,Male,Segovia,España,24000
40,Male,Madrid,España,16000
68,Male,Murcia,España,18000
53,Female,Palencia,España,50000
50,Male,Almería,España,86000
33,Male,Huesca,España,9000
64,Male,Girona,España,50000
71,Female,Segovia,España,33000
30,Male,Castelló,España,50000
24,Male,Málaga,España,22000
78,Male,León,España,27000
56,Male,València,España,25000
77,Female,Sevilla,España,27000
53,Female,Madrid,España,8000
68,Female,Ciudad Real,España,33000
56,Male,Córdoba,Guinea Ecuatorial,26000
52,Male,Granada,España,12000
50,Female,Madrid,España,15000
27,Female,Toledo,España,25000
48,Female,Sevilla,España,48000
70,Female,Zamora,Colombia,13000
30,Male,Barcelona,España,35000
45,Male,Las Palmas,España,22000
69,Female,Araba,España,15000
54,Female,Alacant,España,26000
61,Male,Barcelona,España,8000
55,Male,Segovia,India,21000
30,Female,Ciudad Real,España,10000
73,Female,Santa Cruz de Tenerife,Paraguay,8000
24,Female,Asturias,España,20000
41,Female,Zaragoza,Colombia,29000
61,Female,València,España,41000
73,Male,Almería,España,21000
63,Female,Illes Balears,España,11000
40,Female,Madrid,España,42000
74,Male,Almería,España,32000
21,Male,Alacant,España,10000
62,Female,Ciudad Real,España,10000
68,Male,Asturias,España,11000
61,Male,Alacant,España,8000
46,Female,Alacant,España,39000
54,Female,Gipuzkoa,España,25000
49,Male,Araba,España,10000
39,Male,Murcia,Marruecos,8000
76,Male,Barcelona,España,16000
34,Male,Ciudad Real,España,15000
81,Female,Barcelona,España,28000
79,Male,Barcelona,España,12000
62,Male,Barcelona,España,9000
58,Female,Málaga,España,19000
52,Female,Murcia,España,8000
55,Female,Zamora,España,12000
73,Female,València,España,29000
42,Female,Bizkaia,España,20000
74,Male,Lleida,España,42000
31,Female,Sevilla,España,32000
73,Male,Córdoba,España,9000
71,Male,Madrid,España,6000
34,Female,València,España,39000
73,Female,Albacete,España,12000
26,Male,Gipuzkoa,España,27000
48,Female,Almería,España,23000
64,Male,Araba,España,8000
69,Female,Cantabria,España,24000
84,Male,Barcelona,España,23000
46,Male,Málaga,España,67000
53,Male,Málaga,España,9000
36,Male,Zamora,España,21000
44,Female,Castelló,Marruecos,11000
48,Female,Asturias,Rumanía,27000
49,Male,Murcia,España,15000
21,Male,Barcelona,España,24000
57,Male,Sevilla,India,14000
43,Female,Tarragona,España,21000
67,Male,Zamora,España,19000
81,Male,Málaga,España,14000
21,Male,Alacant,España,31000
71,Male,Guadalajara,España,18000
58,Female,Alacant,Ecuador,18000
25,Male,Córdoba,España,47000
66,Female,València,España,7000
67,Male,Madrid,Ecuador,15000
45,Male,Barcelona,España,17000
26,Male,Sevilla,España,18000
57,Male,Zaragoza,España,19000
64,Male,Ourense,España,13000
68,Male,Barcelona,España,24000
32,Male,Barcelona,España,18000
30,Male,Madrid,España,61000
40,Male,Córdoba,España,47000
43,Female,Madrid,Argentina,20000
55,Male,Madrid,España,5000
70,Male,Madrid,España,18000
46,Female,Pontevedra,España,38000
22,Male,Navarra,España,11000
74,Male,Barcelona,España,13000
43,Male,Valladolid,España,9000
47,Male,Illes Balears,España,20000
61,Female,Soria,España,13000
42,Female,Málaga,Ucrania,66000
20,Female,Badajoz,España,34000
49,Female,Alacant,España,40000
23,Male,Tarragona,Francia,19000
52,Male,Illes Balears,España,20000
27,Male,Asturias,España,20000
60,Female,Málaga,Paraguay,53000
43,Male,Castelló,España,14000
38,Female,Madrid,España,25000
69,Female,Alacant,España,29000
68,Male,Gipuzkoa,Ecuador,42000
31,Male,Cádiz,España,61000
55,Male,Barcelona,España,29000
61,Male,Ourense,Cuba,64000
77,Male,Sevilla,España,42000
33,Female,Sevilla,España,5000
32,Female,Salamanca,Ecuador,13000
40,Male,Castelló,España,12000
38,Female,Toledo,España,73000
64,Female,València,Marruecos,30000
43,Female,Bizkaia,España,46000
28,Male,Sevilla,España,16000
71,Male,Madrid,España,23000
41,Male,Madrid,España,40000
47,Female,Araba,España,35000
45,Male,Barcelona,España,45000
34,Male,Barcelona,España,23000
61,Male,Zaragoza,España,6000
38,Male,Ávila,España,11000
21,Male,Santa Cruz de Tenerife,Filipinas,35000
48,Male,Albacete,España,10000
45,Male,Madrid,España,31000
77,Male,Barcelona,España,20000
51,Female,Barcelona,España,52000
32,Female,Madrid,España,23000
31,Male,Zamora,Ecuador,15000
59,Female,Asturias,España,12000
47,Female,Madrid,España,25000
53,Female,Zamora,España,5000
63,Male,Madrid,Cuba,29000
34,Female,Tarragona,España,9000
45,Female,Murcia,España,52000
76,Male,Sevilla,Suiza,15000
22,Female,Madrid,España,50000
65,Male,Badajoz,España,16000
38,Female,Santa Cruz de Tenerife,España,44000
69,Female,Girona,España,9000
34,Male,Tarragona,España,14000
52,Male,Madrid,España,31000
51,Male,Barcelona,España,33000
28,Female,Badajoz,España,18000
31,Male,València,España,40000
24,Male,Castelló,España,18000
60,Female,València,España,16000
49,Male,Madrid,España,20000
62,Male,Madrid,España,16000
